Bucket label,RT,m/z,Name,Formula,Peak number
410.06025 Da 84.16 s,1.4,206.0374,,C13H18N2O11S,bin_404
394.02477 Da 84.16 s,1.4,198.01966,,C8H12N8O7P2,bin_405
304.10700 Da 84.16 s,1.4,305.11428,,C9H17N6O4P,bin_406
255.14589 Da 84.81 s,1.41,256.15316,,C13H21NO4,bin_407
320.11090 Da 84.81 s,1.41,321.11818,,C8H17N8O4P,bin_408
181.07291 Da 84.81 s,1.41,182.08019,,C9H11NO3,bin_409
554.08093 Da 86.64 s,1.44,278.04774,,C16H11N16O6P,bin_410
328.01060 Da 86.64 s,1.44,165.01257,,,bin_411
474.05754 Da 87.09 s,1.45,475.06482,,,bin_412
644.10428 Da 87.09 s,1.45,323.05942,,,bin_413
671.22687 Da 87.09 s,1.45,336.62071,,,bin_414
416.05336 Da 87.75 s,1.46,417.06064,,C11H14N8O6P2,bin_415
808.07026 Da 87.75 s,1.46,405.04241,,,bin_416
495.96961 Da 88.92 s,1.48,248.99208,,,bin_417
153.01254 Da 89.06 s,1.48,154.01981,,,bin_418
144.50439 Da 89.23 s,1.49,145.51167,,,bin_419
652.04031 Da 89.34 s,1.49,327.02743,,,bin_420
328.07091 Da 89.34 s,1.49,329.07819,,C17H8N6O2,bin_421
640.07201 Da 89.34 s,1.49,321.04328,,,bin_422
258.00196 Da 89.34 s,1.49,259.00924,,C10H10O4S2,bin_423
477.99575 Da 89.34 s,1.49,240.00515,,C9H8N10O10P2,bin_424
470.04111 Da 89.34 s,1.49,471.04839,,,bin_425
702.03463 Da 89.34 s,1.49,352.02459,,,bin_426
335.02409 Da 89.34 s,1.49,336.03137,,C12H10N5O3PS,bin_427
361.99547 Da 89.34 s,1.49,182.00501,,C19H7O6P,bin_428
304.00836 Da 89.34 s,1.49,153.01146,,,bin_429
306.05985 Da 89.34 s,1.49,307.06713,,,bin_430
943.96688 Da 89.73 s,1.5,472.99072,,,bin_431
505.97832 Da 89.73 s,1.5,506.98559,,,bin_432
491.98755 Da 89.73 s,1.5,492.99482,,C11H12N10O5S4,bin_433
637.98819 Da 89.73 s,1.5,320.00137,,C15H9N14O10P3,bin_434
651.97250 Da 90.01 s,1.5,326.99353,,,bin_435
616.06735 Da 90.01 s,1.5,309.04095,,,bin_436
278.02682 Da 90.83 s,1.51,140.02069,,C9H7N6O3P,bin_437
121.50290 Da 91.14 s,1.52,122.51017,,,bin_438
485.97031 Da 91.16 s,1.52,486.97759,,C11H13N4O12P3,bin_439
132.99510 Da 91.37 s,1.52,134.00238,,,bin_440
173.52797 Da 91.40 s,1.52,174.53525,,,bin_441
357.95930 Da 91.71 s,1.53,358.96658,,,bin_442
357.99701 Da 91.93 s,1.53,180.00578,,C9H8N6O6P2,bin_443
484.01652 Da 91.93 s,1.53,243.01554,,,bin_444
692.00983 Da 91.93 s,1.53,347.01219,,,bin_445
486.02491 Da 91.93 s,1.53,487.03219,,C15H21O12P3,bin_446
715.99658 Da 91.93 s,1.53,359.00556,,,bin_447
112.48236 Da 91.93 s,1.53,113.48964,,,bin_448
230.09358 Da 91.93 s,1.53,231.10085,,C10H10N6O,bin_449
701.95985 Da 92.27 s,1.54,351.9872,,,bin_450
451.97844 Da 92.27 s,1.54,452.98572,,C12H6N8O8P2,bin_451
136.51708 Da 92.42 s,1.54,137.52435,,,bin_452
286.97351 Da 92.42 s,1.54,287.98079,,C9H5NO8S,bin_453
128.03289 Da 92.77 s,1.55,129.04016,,C6H8OS,bin_454
322.02156 Da 93.64 s,1.56,323.02884,,,bin_455
409.98239 Da 94.43 s,1.57,410.98966,,C15H14N4S5,bin_456
407.98655 Da 94.43 s,1.57,408.99383,,C18H4N2O10,bin_457
370.03707 Da 94.43 s,1.57,371.04434,,C8H6N10O8,bin_458
121.49140 Da 94.43 s,1.57,122.49867,,,bin_459
227.96893 Da 94.43 s,1.57,114.99174,,,bin_460
155.02590 Da 94.79 s,1.58,78.52023,,C4H5N5S,bin_461
587.98532 Da 95.04 s,1.58,294.99994,,,bin_462
407.94372 Da 96.18 s,1.6,408.951,,,bin_463
274.07579 Da 96.97 s,1.62,275.08307,,C15H15O3P,bin_464
244.08697 Da 96.97 s,1.62,245.09424,,C11H17O4P,bin_465
385.95227 Da 97.56 s,1.63,386.95955,,C13H10N2O4S4,bin_466
337.95465 Da 97.56 s,1.63,338.96193,,,bin_467
85.08968 Da 97.82 s,1.63,86.09696,,C5H11N,bin_468
128.02286 Da 99.49 s,1.66,129.03014,,,bin_469
337.98910 Da 99.49 s,1.66,338.99638,,C9H12N2O6P2S,bin_470
485.92063 Da 99.95 s,1.67,486.92791,,,bin_471
435.93737 Da 101.21 s,1.69,436.94464,,,bin_472
165.06502 Da 108.54 s,1.81,166.0723,,C6H7N5O,bin_473
229.96699 Da 114.73 s,1.91,230.97426,,C5H3N4O3PS,bin_474
108.93436 Da 119.81 s,2.0,109.94164,,,bin_475
96.98479 Da 122.72 s,2.05,97.99207,,,bin_476
360.01308 Da 124.86 s,2.08,181.01382,,,bin_477
180.00084 Da 125.23 s,2.09,181.00812,,C5H9O3PS,bin_478
288.01573 Da 125.44 s,2.09,289.023,,C8H16O5S3,bin_479
422.00054 Da 126.59 s,2.11,212.00755,,C11H10N4O12S,bin_480
385.99014 Da 127.38 s,2.12,386.99742,,,bin_481
296.07662 Da 127.38 s,2.12,297.0839,,C9H17N2O7P,bin_482
174.01530 Da 127.66 s,2.13,175.02257,,C6H6O6,bin_483
225.14741 Da 127.95 s,2.13,226.15469,,C16H19N,bin_484
85.08863 Da 127.95 s,2.13,86.0959,,C5H11N,bin_485
337.95597 Da 129.10 s,2.15,338.96324,,C6H6N6O5S3,bin_486
102.98228 Da 140.07 s,2.33,103.98956,,,bin_487
142.03836 Da 140.63 s,2.34,143.04564,,C5H6N2O3,bin_488
258.07354 Da 145.17 s,2.42,259.08082,,C8H6N10O,bin_489
226.03617 Da 152.74 s,2.55,227.04344,,C8H2N8O,bin_490
77.94587 Da 155.25 s,2.59,78.95314,,,bin_491
206.11109 Da 155.25 s,2.59,207.11837,,,bin_492
260.06769 Da 159.53 s,2.66,261.07496,,C7H12N6O3S,bin_493
169.05814 Da 160.98 s,2.68,170.06542,,,bin_494
200.01965 Da 162.81 s,2.71,201.02692,,C10H4N2O3,bin_495
217.14604 Da 162.81 s,2.71,218.15332,,C14H19NO,bin_496
217.13176 Da 163.16 s,2.72,218.13904,,C11H15N5,bin_497
261.94379 Da 165.36 s,2.76,262.95107,,C5H2N4O5S2,bin_498
556.02185 Da 165.36 s,2.76,279.0182,,,bin_499
385.98199 Da 165.36 s,2.76,386.98926,,C11H8N4O8P2,bin_500
77.97754 Da 166.02 s,2.77,78.98482,,,bin_501
301.95321 Da 166.02 s,2.77,302.96049,,,bin_502
231.99686 Da 170.45 s,2.84,117.00571,,,bin_503
185.95814 Da 170.83 s,2.85,186.96542,,,bin_504
117.92242 Da 180.56 s,3.01,118.9297,,,bin_505
129.98560 Da 188.11 s,3.14,130.99287,,C3H2N2O2S,bin_506
200.00905 Da 197.44 s,3.29,201.01633,,C11H4O4,bin_507
337.90424 Da 206.23 s,3.44,338.91151,,,bin_508
211.93847 Da 208.90 s,3.48,212.94574,,C4H5O4PS2,bin_509
204.08043 Da 210.88 s,3.51,205.08771,,C5H12N6OS,bin_510
190.08771 Da 211.38 s,3.52,191.09498,,C6H14N4OS,bin_511
101.94296 Da 213.42 s,3.56,102.95024,,,bin_512
260.08915 Da 213.42 s,3.56,261.09643,,C8H8N10O,bin_513
243.93011 Da 213.42 s,3.56,244.93738,,C8H4O3S3,bin_514
135.05531 Da 216.48 s,3.61,136.06258,,C4H9NO4,bin_515
267.09658 Da 216.48 s,3.61,268.10385,Adenosine,C10H13N5O4,bin_516
272.02041 Da 218.43 s,3.64,273.02769,,C9H9N2O6P,bin_517
175.99660 Da 221.57 s,3.69,177.00388,,C6H8O2S2,bin_518
145.98640 Da 226.23 s,3.77,146.99368,,C5H6OS2,bin_519
87.94565 Da 226.44 s,3.77,88.95292,,,bin_520
335.91620 Da 226.59 s,3.78,168.96537,,,bin_521
87.91876 Da 228.62 s,3.81,88.92604,,,bin_522
166.02333 Da 228.90 s,3.82,167.03061,,C8H6O4,bin_523
218.02081 Da 229.00 s,3.82,219.02809,,C11H6O5,bin_524
180.03209 Da 229.95 s,3.83,181.03936,,C11H4N2O,bin_525
114.01449 Da 231.14 s,3.85,115.02177,,,bin_526
208.02396 Da 231.14 s,3.85,105.01926,,C7H4N4O4,bin_527
168.03764 Da 231.68 s,3.86,169.04492,,C4H12N2OS2,bin_528
335.95890 Da 234.04 s,3.9,336.96618,,C13H6O7P2,bin_529
378.19915 Da 236.19 s,3.94,190.10685,,,bin_530
251.99077 Da 243.74 s,4.06,252.99805,,,bin_531
175.97353 Da 244.29 s,4.07,176.98081,,C4H4N2O2S2,bin_532
85.95821 Da 246.27 s,4.1,86.96549,,,bin_533
206.04713 Da 247.97 s,4.13,104.03084,,,bin_534
227.95417 Da 256.97 s,4.28,114.98436,,,bin_535
337.93786 Da 258.99 s,4.32,338.94514,,,bin_536
93.99384 Da 258.99 s,4.32,95.00111,,,bin_537
329.05266 Da 259.35 s,4.32,330.05993,,C10H12N5O6P,bin_538
274.10290 Da 259.48 s,4.32,275.11018,,,bin_539
234.05855 Da 261.47 s,4.36,235.06582,,,bin_540
385.94287 Da 264.37 s,4.41,386.95015,,C10H4N4O9P2,bin_541
287.91911 Da 266.99 s,4.45,288.92639,,,bin_542
253.17488 Da 276.39 s,4.61,254.18216,,C9H19N9,bin_543
143.04241 Da 276.86 s,4.61,144.04968,,C6H9NOS,bin_544
253.15399 Da 276.98 s,4.62,254.16126,,C11H19N5O2,bin_545
96.98379 Da 279.66 s,4.66,97.99107,,,bin_546
985.49137 Da 279.66 s,4.66,493.75296,,,bin_547
165.07850 Da 287.19 s,4.79,166.08578,L-Phenylalanine,C9H11NO2,bin_548
182.08792 Da 287.19 s,4.79,183.0952,,C9H14N2S,bin_549
99.06869 Da 289.52 s,4.83,100.07597,,C5H9NO,bin_550
324.10563 Da 289.79 s,4.83,325.11291,,C12H20O10,bin_551
177.11630 Da 292.05 s,4.87,178.12358,,C11H15NO,bin_552
335.99151 Da 296.65 s,4.94,336.99878,,C11H5N4O7P,bin_553
287.92085 Da 297.05 s,4.95,288.92813,,,bin_554
225.98460 Da 297.25 s,4.95,226.99188,,C9H7O3PS,bin_555
329.94713 Da 301.72 s,5.03,330.95441,,C7H10N2O5S4,bin_556
445.89270 Da 302.14 s,5.04,446.89997,,,bin_557
310.11614 Da 302.30 s,5.04,311.12341,,C14H18N2O6,bin_558
210.09765 Da 304.27 s,5.07,211.10493,,C5H14N4O5,bin_559
81.03032 Da 304.69 s,5.08,82.03759,,,bin_560
101.02695 Da 306.82 s,5.11,102.03423,,C7H3N,bin_561
129.02546 Da 306.82 s,5.11,130.03274,,C5H7NOS,bin_562
239.15102 Da 309.74 s,5.16,240.1583,,C13H21NO3,bin_563
544.25005 Da 309.74 s,5.16,545.25733,,C22H46N2O7P2S,bin_564
216.11145 Da 311.91 s,5.2,217.11872,,C9H16N2O4,bin_565
108.03975 Da 312.31 s,5.21,109.04702,,,bin_566
174.07256 Da 314.36 s,5.24,88.04356,,,bin_567
287.94689 Da 317.23 s,5.29,288.95417,,,bin_568
322.09939 Da 319.24 s,5.32,323.10667,,C23H14O2,bin_569
123.98276 Da 327.27 s,5.45,124.99004,,,bin_570
77.94606 Da 327.27 s,5.45,78.95334,,,bin_571
104.95622 Da 330.33 s,5.51,105.9635,,,bin_572
192.08317 Da 331.86 s,5.53,97.04886,,C11H12O3,bin_573
225.06246 Da 331.86 s,5.53,226.06974,,C4H12N5O4P,bin_574
105.99335 Da 332.31 s,5.54,107.00063,,C3H6S2,bin_575
603.90698 Da 332.86 s,5.55,302.96077,,,bin_576
124.04757 Da 333.01 s,5.55,125.05485,,,bin_577
248.07184 Da 334.84 s,5.58,125.0432,,C14H8N4O,bin_578
169.05738 Da 343.79 s,5.73,170.06466,,,bin_579
279.95747 Da 345.32 s,5.76,280.96475,,C6H8N4OS4,bin_580
208.08129 Da 347.84 s,5.8,209.08857,,C5H12N4O5,bin_581
230.12919 Da 350.37 s,5.84,231.13646,,C11H14N6,bin_582
224.11807 Da 352.90 s,5.88,225.12534,,C11H16N2O3,bin_583
206.09859 Da 354.27 s,5.9,207.10586,,C9H18O3S,bin_584
209.95629 Da 355.41 s,5.92,210.96357,,C7H2N2O2S2,bin_585
2135.03809 Da 356.80 s,5.95,712.68664,,,bin_586
1067.51232 Da 356.80 s,5.95,534.76344,,,bin_587
270.00463 Da 357.93 s,5.97,271.01191,,C9H7N2O6P,bin_588
167.95747 Da 361.83 s,6.03,168.96475,,,bin_589
335.17182 Da 361.83 s,6.03,336.1791,,C12H34NO3PS2,bin_590
87.00957 Da 363.41 s,6.06,88.01685,,,bin_591
115.06329 Da 363.78 s,6.06,116.07057,,C5H9NO2,bin_592
94.49143 Da 365.88 s,6.1,95.49871,,,bin_593
258.05205 Da 370.93 s,6.18,259.05933,,C6H14N2O7S,bin_594
432.12571 Da 371.65 s,6.19,433.13299,,C12H25N4O11P,bin_595
1228.60703 Da 371.65 s,6.19,615.31079,,,bin_596
638.09655 Da 371.65 s,6.19,639.10383,,,bin_597
119.07291 Da 371.65 s,6.19,120.08019,,C8H9N,bin_598
276.10947 Da 371.65 s,6.19,277.11675,,C8H17N6O3P,bin_599
113.06896 Da 373.41 s,6.22,114.07623,,,bin_600
77.94535 Da 375.93 s,6.27,78.95262,,,bin_601
129.14925 Da 376.04 s,6.27,130.15652,,C8H19N,bin_602
95.96591 Da 378.43 s,6.31,96.97319,,,bin_603
116.01101 Da 378.75 s,6.31,117.01828,,C4H4O4,bin_604
138.05300 Da 381.68 s,6.36,70.03378,,,bin_605
184.08585 Da 381.68 s,6.36,185.09312,,C13H12O,bin_606
244.14859 Da 383.92 s,6.4,245.15587,,C13H24O2S,bin_607
279.14670 Da 384.45 s,6.41,280.15398,,C11H17N7O2,bin_608
79.98536 Da 388.33 s,6.47,80.99263,,,bin_609
105.96603 Da 388.96 s,6.48,106.9733,,,bin_610
189.04026 Da 391.44 s,6.52,190.04754,,C6H3N7O,bin_611
217.02324 Da 391.44 s,6.52,218.03052,,C8H11NO2S2,bin_612
292.06917 Da 391.44 s,6.52,293.07645,,C13H12N2O6,bin_613
104.01130 Da 391.44 s,6.52,105.01858,,,bin_614
241.05223 Da 391.44 s,6.52,242.05951,,,bin_615
133.04437 Da 391.44 s,6.52,134.05165,,,bin_616
342.04447 Da 391.55 s,6.53,172.02951,,,bin_617
266.10440 Da 391.66 s,6.53,134.05948,,,bin_618
104.03140 Da 391.66 s,6.53,105.03868,,,bin_619
155.99859 Da 393.75 s,6.56,79.00657,,,bin_620
226.00335 Da 393.75 s,6.56,227.01063,,C9H7O5P,bin_621
410.15443 Da 394.58 s,6.58,411.16171,,C21H23N4O3P,bin_622
1442.76285 Da 394.58 s,6.58,481.92823,,C55H91N38O8P,bin_623
214.13180 Da 396.00 s,6.6,215.13908,,,bin_624
2229.51557 Da 399.63 s,6.66,744.17913,,,bin_625
76.98228 Da 400.97 s,6.68,77.98956,,,bin_626
1361.68854 Da 401.04 s,6.68,681.85155,,,bin_627
105.99378 Da 406.00 s,6.77,107.00106,,C3H6S2,bin_628
1283.79020 Da 408.41 s,6.81,642.90238,,C54H97N27O10,bin_629
183.02111 Da 408.46 s,6.81,184.02839,,,bin_630
97.52724 Da 409.66 s,6.83,98.53451,,,bin_631
450.25586 Da 410.88 s,6.85,451.26314,,,bin_632
571.28845 Da 412.17 s,6.87,572.29573,,C32H46NO4PS,bin_633
1699.94457 Da 412.17 s,6.87,567.65547,,C90H123N23O7P2,bin_634
885.48867 Da 412.17 s,6.87,443.75161,,,bin_635
885.98954 Da 412.17 s,6.87,444.00205,,,bin_636
849.96966 Da 412.17 s,6.87,425.99211,,,bin_637
850.47100 Da 412.17 s,6.87,426.24278,,,bin_638
131.08659 Da 413.39 s,6.89,132.09386,,,bin_639
416.10949 Da 414.68 s,6.91,417.11677,Daidzin,C21H20O9,bin_640
254.05698 Da 414.68 s,6.91,255.06425,,C11H6N6O2,bin_641
236.03221 Da 414.68 s,6.91,237.03949,,,bin_642
166.95859 Da 415.90 s,6.93,167.96587,,C5HN3S2,bin_643
77.94570 Da 418.44 s,6.97,78.95297,,,bin_644
2027.01654 Da 425.13 s,7.09,676.67946,,,bin_645
96.01869 Da 425.93 s,7.1,97.02597,,C5H4O2,bin_646
294.08888 Da 425.93 s,7.1,295.09616,,C10H18N2O6S,bin_647
96.04211 Da 425.97 s,7.1,97.04938,,,bin_648
906.99171 Da 427.66 s,7.13,454.50313,,,bin_649
103.50219 Da 428.40 s,7.14,104.50947,,,bin_650
1543.83747 Da 432.63 s,7.21,515.61977,,C70H102N35O3PS,bin_651
964.51213 Da 435.16 s,7.25,483.26334,,,bin_652
164.05044 Da 437.68 s,7.29,165.05771,,,bin_653
1250.87241 Da 441.03 s,7.35,417.96475,,,bin_654
899.44638 Da 447.84 s,7.46,900.45366,,C31H58N21O9P,bin_655
110.07370 Da 448.57 s,7.48,111.08097,,C7H10O,bin_656
110.05675 Da 448.64 s,7.48,111.06402,,C4H6N4,bin_657
207.10047 Da 448.64 s,7.48,208.10774,,C10H13N3O2,bin_658
79.95432 Da 448.64 s,7.48,80.9616,,,bin_659
88.03580 Da 448.89 s,7.48,89.04308,,C4H8S,bin_660
1062.55142 Da 450.37 s,7.51,532.28299,,,bin_661
253.98577 Da 451.12 s,7.52,254.99304,,C6H2N6O4S,bin_662
1757.92281 Da 452.90 s,7.55,586.98155,,C90H141N3O27P2,bin_663
1730.85010 Da 452.90 s,7.55,577.95731,,,bin_664
1686.88394 Da 452.90 s,7.55,563.30192,,C81H137N6O25P3,bin_665
431.20787 Da 452.90 s,7.55,432.21514,,,bin_666
432.10504 Da 455.24 s,7.59,433.11232,Pelargonidin 3-O-glucoside,C21H20O10,bin_667
270.05246 Da 455.24 s,7.59,271.05973,,C15H10O5,bin_668
191.94173 Da 463.74 s,7.73,192.94901,,C5H4O2S3,bin_669
180.04042 Da 466.66 s,7.78,91.02749,,,bin_670
272.18338 Da 468.79 s,7.81,273.19066,,C12H24N4O3,bin_671
2695.72600 Da 468.79 s,7.81,899.58261,,,bin_672
718.80940 Da 472.99 s,7.88,719.81668,,C26H9NO8S8,bin_673
99.04235 Da 475.53 s,7.93,100.04963,,C3H5N3O,bin_674
1986.01227 Da 475.53 s,7.93,663.01137,,,bin_675
653.77208 Da 475.53 s,7.93,654.77936,,C16H6N4O7S9,bin_676
185.08936 Da 476.25 s,7.94,186.09664,,C6H11N5O2,bin_677
116.04859 Da 476.41 s,7.94,117.05587,,C5H8O3,bin_678
99.02071 Da 476.41 s,7.94,100.02799,,,bin_679
1796.96024 Da 478.07 s,7.97,599.99402,,,bin_680
1914.96766 Da 478.07 s,7.97,639.32983,,C76H123N40O18P,bin_681
228.14967 Da 478.97 s,7.98,229.15695,,C11H20N2O3,bin_682
857.11503 Da 480.61 s,8.01,858.1223,,C30H44N5O10PS6,bin_683
1714.56689 Da 480.61 s,8.01,858.29072,,,bin_684
218.10536 Da 481.47 s,8.02,219.11264,,C7H14N4O4,bin_685
667.15115 Da 483.16 s,8.05,668.15843,,C19H45NO14P4S,bin_686
1714.90089 Da 483.16 s,8.05,858.45772,,,bin_687
857.61895 Da 483.16 s,8.05,858.62622,,C48H79N11OS,bin_688
266.17157 Da 483.94 s,8.07,267.17884,,C13H22N4O2,bin_689
195.94848 Da 483.94 s,8.07,98.98152,,,bin_690
226.00275 Da 488.97 s,8.15,227.01003,,C9H7O5P,bin_691
224.11629 Da 493.99 s,8.23,225.12356,,,bin_692
134.10806 Da 495.63 s,8.26,135.11533,,C10H14,bin_693
837.43259 Da 495.63 s,8.26,838.43986,,,bin_694
100.06844 Da 496.41 s,8.27,101.07572,,,bin_695
715.37128 Da 498.06 s,8.3,716.37856,,C29H62N7O5PS3,bin_696
833.93909 Da 498.06 s,8.3,834.94636,,C17H5N22O12P3S,bin_697
834.43381 Da 498.06 s,8.3,835.44109,,C32H71N2O20P,bin_698
891.89024 Da 498.06 s,8.3,892.89752,,C29H21N2O17PS6,bin_699
77.95649 Da 498.92 s,8.32,78.96376,,,bin_700
208.02335 Da 498.92 s,8.32,105.01895,,C10H8O3S,bin_701
77.94539 Da 501.46 s,8.36,78.95267,,,bin_702
115.52505 Da 504.00 s,8.4,116.53233,,,bin_703
1214.77904 Da 506.55 s,8.44,608.3968,,,bin_704
95.02639 Da 506.84 s,8.45,96.03367,,,bin_705
208.06353 Da 506.84 s,8.45,105.03904,,C8H8N4O3,bin_706
974.50511 Da 510.72 s,8.51,975.51239,,,bin_707
1348.56466 Da 510.72 s,8.51,675.2896,,C57H86N14O20P2,bin_708
336.10497 Da 510.72 s,8.51,337.11224,,,bin_709
110.09340 Da 511.52 s,8.53,111.10067,,,bin_710
94.97871 Da 514.03 s,8.57,95.98599,,C4HNS,bin_711
104.93695 Da 514.03 s,8.57,105.94423,,,bin_712
1515.05180 Da 515.77 s,8.6,758.53318,,,bin_713
1340.69516 Da 515.77 s,8.6,671.35486,,C52H88N30O11S,bin_714
190.05286 Da 516.33 s,8.61,96.0337,,,bin_715
204.06594 Da 517.45 s,8.62,205.07321,,,bin_716
1514.79724 Da 518.23 s,8.64,758.4059,,,bin_717
228.14988 Da 519.11 s,8.65,229.15715,,C11H20N2O3,bin_718
330.23378 Da 521.64 s,8.69,331.24106,,C17H34N2O2S,bin_719
892.46535 Da 523.22 s,8.72,893.47262,,C41H84N2O6S6,bin_720
812.45223 Da 528.27 s,8.8,813.45951,,,bin_721
198.04613 Da 530.76 s,8.85,100.03034,,,bin_722
212.11543 Da 536.74 s,8.95,213.1227,,C10H16N2O3,bin_723
154.02161 Da 538.79 s,8.98,155.02889,,,bin_724
225.98685 Da 539.59 s,8.99,226.99413,,C8H6N2O2S2,bin_725
137.01437 Da 540.83 s,9.01,69.51446,,,bin_726
100.02984 Da 544.27 s,9.07,101.03711,,C8H4,bin_727
206.97224 Da 544.27 s,9.07,207.97951,,,bin_728
136.93863 Da 546.81 s,9.11,69.47659,,,bin_729
176.99741 Da 550.81 s,9.18,89.50598,,,bin_730
222.09924 Da 554.38 s,9.24,223.10651,,C11H14N2O3,bin_731
124.97335 Da 555.16 s,9.25,125.98062,,,bin_732
246.07378 Da 555.90 s,9.26,247.08105,,C10H14O7,bin_733
1014.46859 Da 558.44 s,9.31,508.24157,,C42H71N12O13PS,bin_734
91.03678 Da 559.77 s,9.33,92.04406,,,bin_735
85.99255 Da 566.97 s,9.45,86.99983,,C2H2N2S,bin_736
205.96386 Da 566.97 s,9.45,103.98921,,,bin_737
388.28448 Da 569.49 s,9.49,389.29176,,C22H36N4O2,bin_738
198.04328 Da 569.49 s,9.49,100.02892,,,bin_739
166.95547 Da 571.08 s,9.52,167.96274,,,bin_740
106.53451 Da 574.30 s,9.57,107.54178,,,bin_741
243.89093 Da 577.17 s,9.62,122.95274,,,bin_742
77.51252 Da 581.12 s,9.69,78.5198,,,bin_743
209.94326 Da 581.12 s,9.69,210.95054,,C8H2O3S2,bin_744
130.95687 Da 582.22 s,9.7,131.96415,,,bin_745
234.97251 Da 582.22 s,9.7,235.97979,,C5H5N3O4S2,bin_746
201.03031 Da 583.67 s,9.73,202.03758,,C6H8N3O3P,bin_747
254.16998 Da 584.75 s,9.75,255.17726,,C15H26OS,bin_748
90.01972 Da 585.02 s,9.75,91.02699,,C5H2N2,bin_749
214.06541 Da 585.02 s,9.75,108.03998,,C13H10O3,bin_750
206.96039 Da 585.02 s,9.75,207.96767,,,bin_751
1012.45467 Da 588.73 s,9.81,507.23461,,C34H56N30O4S2,bin_752
98.00398 Da 594.78 s,9.91,99.01126,,,bin_753
229.94987 Da 595.12 s,9.92,230.95715,,C7H2O7S,bin_754
121.00018 Da 597.30 s,9.95,122.00745,,,bin_755
982.44807 Da 598.84 s,9.98,492.23131,,,bin_756
154.02302 Da 602.07 s,10.03,155.0303,,C6H6N2OS,bin_757
326.07406 Da 602.38 s,10.04,164.04431,,,bin_758
142.03376 Da 602.38 s,10.04,143.04104,,C5H6N2O3,bin_759
308.04618 Da 602.75 s,10.05,155.03037,,,bin_760
225.98672 Da 604.64 s,10.08,226.994,,C8H6N2O2S2,bin_761
77.94542 Da 604.93 s,10.08,78.9527,,,bin_762
79.98566 Da 607.17 s,10.12,80.99294,,,bin_763
137.01574 Da 609.68 s,10.16,69.51514,,,bin_764
182.07407 Da 609.83 s,10.16,183.08135,,C13H10O,bin_765
250.17379 Da 609.98 s,10.17,251.18107,,C19H22,bin_766
85.50115 Da 612.72 s,10.21,86.50842,,,bin_767
89.99385 Da 615.08 s,10.25,91.00113,,,bin_768
98.07278 Da 616.47 s,10.27,99.08005,,C6H10O,bin_769
368.16992 Da 616.47 s,10.27,185.09224,,,bin_770
148.12411 Da 616.47 s,10.27,149.13138,,C11H16,bin_771
248.15900 Da 617.63 s,10.29,249.16628,,C8H20N6O3,bin_772
229.96616 Da 617.63 s,10.29,230.97344,,C5H3N4O3PS,bin_773
446.33292 Da 617.63 s,10.29,447.3402,,C20H38N12,bin_774
212.02616 Da 619.79 s,10.33,107.02036,,,bin_775
212.15198 Da 622.57 s,10.38,213.15926,,C11H20N2O2,bin_776
184.09235 Da 622.57 s,10.38,185.09963,,,bin_777
208.06049 Da 624.09 s,10.4,105.03752,,C10H12N2OS,bin_778
223.99098 Da 627.62 s,10.46,224.99826,,,bin_779
157.99331 Da 627.62 s,10.46,80.00393,,,bin_780
80.97773 Da 630.17 s,10.5,81.98501,,,bin_781
99.04332 Da 630.38 s,10.51,100.0506,,,bin_782
196.05065 Da 631.51 s,10.53,99.0326,,,bin_783
71.89369 Da 632.73 s,10.55,72.90096,,,bin_784
223.97609 Da 632.86 s,10.55,224.98337,,,bin_785
236.00326 Da 634.04 s,10.57,119.00891,,,bin_786
96.94136 Da 635.26 s,10.59,97.94864,,,bin_787
77.99059 Da 645.16 s,10.75,78.99787,,,bin_788
229.95262 Da 645.44 s,10.76,115.98359,,,bin_789
234.14038 Da 647.92 s,10.8,235.14765,,C10H22N2O2S,bin_790
183.95138 Da 650.38 s,10.84,184.95865,,C7H4S3,bin_791
217.00445 Da 650.52 s,10.84,218.01173,,C7H7NO5S,bin_792
88.45744 Da 654.24 s,10.9,89.46472,,,bin_793
193.10455 Da 654.24 s,10.9,194.11183,,C6H15N3O4,bin_794
204.01920 Da 660.55 s,11.01,205.02648,,C7H9O5P,bin_795
106.01818 Da 660.55 s,11.01,107.02546,,C5H2N2O,bin_796
146.01832 Da 661.69 s,11.03,147.0256,,C9H6S,bin_797
504.38416 Da 663.09 s,11.05,505.39144,,C22H44N14,bin_798
117.97606 Da 664.27 s,11.07,118.98334,,C3H2O3S,bin_799
234.17722 Da 665.61 s,11.09,235.18449,,C14H22N2O,bin_800
126.47407 Da 665.61 s,11.09,127.48135,,,bin_801
236.15566 Da 668.16 s,11.14,237.16294,,C10H24N2O2S,bin_802
173.03689 Da 668.19 s,11.14,87.52572,,C7H3N5O,bin_803
998.47480 Da 669.33 s,11.16,500.24468,,C48H75N2O18P,bin_804
1039.50496 Da 669.33 s,11.16,520.75976,,C46H73N9O18,bin_805
942.51699 Da 669.33 s,11.16,943.52426,,C48H78O18,bin_806
980.46526 Da 669.33 s,11.16,491.23991,,C45H72N8O12S2,bin_807
84.02083 Da 669.33 s,11.16,85.02811,,C4H4O2,bin_808
210.17448 Da 670.70 s,11.18,211.18176,,C12H22N2O,bin_809
242.00509 Da 675.73 s,11.26,243.01237,,,bin_810
88.43137 Da 678.20 s,11.3,89.43865,,,bin_811
