Bucket label,RT,m/z,Name,Formula,Peak number
227.23994 Da 959.13 s,15.99,228.24721,,C13H29N3,pos 227.23994 Da 959.13 s
114.97998 Da 964.25 s,16.07,115.98725,,,pos 114.97998 Da 964.25 s
517.22498 Da 966.54 s,16.11,259.61977,,C20H23N17O,pos 517.22498 Da 966.54 s
394.28290 Da 966.71 s,16.11,395.29018,,C22H38N2O4,pos 394.28290 Da 966.71 s
447.32905 Da 966.71 s,16.11,448.33633,,C19H37N13,pos 447.32905 Da 966.71 s
216.04026 Da 966.71 s,16.11,217.04754,,C12H8O4,pos 216.04026 Da 966.71 s
826.54361 Da 966.71 s,16.11,827.55088,,,pos 826.54361 Da 966.71 s
328.18328 Da 966.71 s,16.11,329.19055,,C17H29O4P,pos 328.18328 Da 966.71 s
272.11235 Da 966.71 s,16.11,273.11962,,,pos 272.11235 Da 966.71 s
268.15352 Da 966.71 s,16.11,269.16079,,C12H20N4O3,pos 268.15352 Da 966.71 s
212.08086 Da 966.71 s,16.11,213.08814,,C10H8N6,pos 212.08086 Da 966.71 s
775.89488 Da 966.71 s,16.11,259.6389,,,pos 775.89488 Da 966.71 s
544.17817 Da 967.63 s,16.13,273.09636,,,pos 544.17817 Da 967.63 s
258.61243 Da 968.23 s,16.14,259.6197,,,pos 258.61243 Da 968.23 s
652.39782 Da 969.56 s,16.16,327.20618,,,pos 652.39782 Da 969.56 s
200.10617 Da 969.72 s,16.16,201.11345,,,pos 200.10617 Da 969.72 s
110.09276 Da 969.72 s,16.16,111.10004,,,pos 110.09276 Da 969.72 s
368.07840 Da 969.75 s,16.16,185.04648,,,pos 368.07840 Da 969.75 s
99.04169 Da 972.68 s,16.21,100.04897,,C3H5N3O,pos 99.04169 Da 972.68 s
387.42502 Da 975.18 s,16.25,388.43229,,,pos 387.42502 Da 975.18 s
602.61514 Da 977.60 s,16.29,603.62242,,,pos 602.61514 Da 977.60 s
1183.85593 Da 977.74 s,16.3,592.93524,,,pos 1183.85593 Da 977.74 s
602.68426 Da 977.74 s,16.3,603.69153,,,pos 602.68426 Da 977.74 s
574.46937 Da 977.74 s,16.3,575.47665,,C28H62N8O2S,pos 574.46937 Da 977.74 s
757.65690 Da 980.21 s,16.34,758.66418,,C42H96NO3PS2,pos 757.65690 Da 980.21 s
780.53104 Da 981.03 s,16.35,781.53832,,C29H73N12O10P,pos 780.53104 Da 981.03 s
569.91224 Da 982.67 s,16.38,570.91952,,C12H6N14O2S6,pos 569.91224 Da 982.67 s
1161.33850 Da 982.67 s,16.38,581.67653,,,pos 1161.33850 Da 982.67 s
1161.83419 Da 982.67 s,16.38,581.92437,,,pos 1161.83419 Da 982.67 s
1137.70622 Da 982.71 s,16.38,569.86039,,,pos 1137.70622 Da 982.71 s
1139.69833 Da 983.08 s,16.38,570.85644,,,pos 1139.69833 Da 983.08 s
692.54971 Da 985.19 s,16.42,693.55699,,,pos 692.54971 Da 985.19 s
708.53555 Da 987.71 s,16.46,709.54282,,,pos 708.53555 Da 987.71 s
758.66099 Da 987.71 s,16.46,759.66827,,C49H90O3S,pos 758.66099 Da 987.71 s
132.95666 Da 989.99 s,16.5,133.96393,,,pos 132.95666 Da 989.99 s
604.48564 Da 990.28 s,16.5,605.49291,,C34H69O6P,pos 604.48564 Da 990.28 s
678.77377 Da 992.50 s,16.54,340.39416,,,pos 678.77377 Da 992.50 s
339.41930 Da 992.84 s,16.55,340.42657,,,pos 339.41930 Da 992.84 s
511.46415 Da 995.38 s,16.59,512.47143,,C21H57N11O3,pos 511.46415 Da 995.38 s
467.43193 Da 997.90 s,16.63,468.4392,,C24H57N3O5,pos 467.43193 Da 997.90 s
423.40055 Da 1000.37 s,16.67,424.40783,,C18H49N9O2,pos 423.40055 Da 1000.37 s
379.36943 Da 1000.37 s,16.67,380.37671,,C19H49N5S,pos 379.36943 Da 1000.37 s
167.60881 Da 1000.37 s,16.67,168.61608,,,pos 167.60881 Da 1000.37 s
340.29231 Da 1002.71 s,16.71,341.29959,,C17H36N6O,pos 340.29231 Da 1002.71 s
88.02547 Da 1002.71 s,16.71,89.03274,,C2H4N2O2,pos 88.02547 Da 1002.71 s
794.63772 Da 1002.71 s,16.71,795.645,,,pos 794.63772 Da 1002.71 s
258.21883 Da 1002.71 s,16.71,259.22611,,C15H30O3,pos 258.21883 Da 1002.71 s
106.04471 Da 1002.71 s,16.71,107.05199,,C4H10OS,pos 106.04471 Da 1002.71 s
80.98758 Da 1007.44 s,16.79,81.99486,,,pos 80.98758 Da 1007.44 s
708.56726 Da 1007.44 s,16.79,709.57454,,C35H72N12OS,pos 708.56726 Da 1007.44 s
707.57058 Da 1007.44 s,16.79,708.57786,,C34H83N3O7P2,pos 707.57058 Da 1007.44 s
722.54962 Da 1009.85 s,16.83,723.55689,,,pos 722.54962 Da 1009.85 s
715.61144 Da 1012.35 s,16.87,716.61871,,,pos 715.61144 Da 1012.35 s
590.44814 Da 1014.86 s,16.91,591.45542,,,pos 590.44814 Da 1014.86 s
373.33209 Da 1014.86 s,16.91,374.33937,,C20H43N3O3,pos 373.33209 Da 1014.86 s
338.18203 Da 1014.86 s,16.91,339.18931,,C13H30N4O2S2,pos 338.18203 Da 1014.86 s
746.65250 Da 1017.42 s,16.96,747.65978,,C40H87N6O4P,pos 746.65250 Da 1017.42 s
750.60472 Da 1017.42 s,16.96,751.612,,,pos 750.60472 Da 1017.42 s
745.64695 Da 1017.42 s,16.96,746.65422,,C35H88N9O3PS,pos 745.64695 Da 1017.42 s
310.18539 Da 1019.96 s,17.0,311.19267,,C16H26N2O4,pos 310.18539 Da 1019.96 s
502.38444 Da 1019.96 s,17.0,503.39172,,C20H46N12O3,pos 502.38444 Da 1019.96 s
701.61335 Da 1019.96 s,17.0,702.62062,,C38H88NO5PS,pos 701.61335 Da 1019.96 s
332.17245 Da 1019.96 s,17.0,333.17972,,C19H20N6,pos 332.17245 Da 1019.96 s
194.12412 Da 1019.96 s,17.0,195.1314,,C7H18N2O4,pos 194.12412 Da 1019.96 s
458.35292 Da 1019.96 s,17.0,459.3602,,C14H38N18,pos 458.35292 Da 1019.96 s
310.27646 Da 1022.47 s,17.04,311.28374,,C17H34N4O,pos 310.27646 Da 1022.47 s
249.09783 Da 1022.47 s,17.04,250.1051,,C13H15NO4,pos 249.09783 Da 1022.47 s
613.54721 Da 1022.47 s,17.04,614.55449,,C29H71N7O6,pos 613.54721 Da 1022.47 s
552.48428 Da 1024.92 s,17.08,553.49155,,,pos 552.48428 Da 1024.92 s
525.48193 Da 1027.41 s,17.12,526.4892,,C26H63N5O5,pos 525.48193 Da 1027.41 s
546.41647 Da 1027.41 s,17.12,547.42375,,C28H66O3S3,pos 546.41647 Da 1027.41 s
569.51415 Da 1027.41 s,17.12,570.52143,,C27H68N7O3P,pos 569.51415 Da 1027.41 s
486.27594 Da 1027.41 s,17.12,487.28322,,C22H47O7PS,pos 486.27594 Da 1027.41 s
326.19227 Da 1027.61 s,17.13,327.19955,,C11H30N6OS2,pos 326.19227 Da 1027.61 s
481.44959 Da 1029.94 s,17.17,482.45687,,C23H59N7OS,pos 481.44959 Da 1029.94 s
638.69550 Da 1029.94 s,17.17,639.70278,,,pos 638.69550 Da 1029.94 s
442.37354 Da 1032.47 s,17.21,443.38082,,C20H50N4O6,pos 442.37354 Da 1032.47 s
398.34148 Da 1032.47 s,17.21,399.34875,,C17H46N6O2S,pos 398.34148 Da 1032.47 s
437.41727 Da 1032.47 s,17.21,438.42454,,C23H55N3O4,pos 437.41727 Da 1032.47 s
394.29090 Da 1034.83 s,17.25,395.29818,,C14H43N4O6P,pos 394.29090 Da 1034.83 s
530.30901 Da 1037.21 s,17.29,531.31629,,C18H39N14O3P,pos 530.30901 Da 1037.21 s
328.34739 Da 1042.13 s,17.37,329.35467,,C20H44N2O,pos 328.34739 Da 1042.13 s
351.36648 Da 1042.13 s,17.37,352.37376,,,pos 351.36648 Da 1042.13 s
367.45375 Da 1044.68 s,17.41,368.46102,,,pos 367.45375 Da 1044.68 s
370.39878 Da 1044.68 s,17.41,371.40606,,,pos 370.39878 Da 1044.68 s
574.34093 Da 1044.68 s,17.41,575.3482,,C14H43N18O5P,pos 574.34093 Da 1044.68 s
368.38431 Da 1044.68 s,17.41,369.39159,,C22H48N4,pos 368.38431 Da 1044.68 s
676.58586 Da 1047.24 s,17.45,339.30021,,,pos 676.58586 Da 1047.24 s
306.28139 Da 1047.24 s,17.45,307.28866,,,pos 306.28139 Da 1047.24 s
79.90903 Da 1047.24 s,17.45,80.9163,,,pos 79.90903 Da 1047.24 s
370.19192 Da 1047.24 s,17.45,371.19919,,C21H26N2O4,pos 370.19192 Da 1047.24 s
698.43196 Da 1050.01 s,17.5,699.43924,,C23H68N6O13P2,pos 698.43196 Da 1050.01 s
114.94176 Da 1052.27 s,17.54,115.94904,,,pos 114.94176 Da 1052.27 s
191.95714 Da 1052.27 s,17.54,96.98585,,,pos 191.95714 Da 1052.27 s
618.37279 Da 1052.27 s,17.54,619.38007,,C26H60N4O6P2S,pos 618.37279 Da 1052.27 s
662.40765 Da 1054.83 s,17.58,663.41493,,C37H55N6O3P,pos 662.40765 Da 1054.83 s
196.96578 Da 1054.83 s,17.58,99.49017,,,pos 196.96578 Da 1054.83 s
396.30708 Da 1054.83 s,17.58,397.31435,,C21H40N4O3,pos 396.30708 Da 1054.83 s
225.95922 Da 1054.83 s,17.58,226.9665,,,pos 225.95922 Da 1054.83 s
125.94834 Da 1057.43 s,17.62,126.95561,,,pos 125.94834 Da 1057.43 s
638.56208 Da 1057.43 s,17.62,639.56936,,C29H79N6O4PS,pos 638.56208 Da 1057.43 s
115.95035 Da 1057.43 s,17.62,116.95763,,,pos 115.95035 Da 1057.43 s
214.98441 Da 1057.43 s,17.62,108.49948,,C10H2NO3P,pos 214.98441 Da 1057.43 s
706.44088 Da 1057.43 s,17.62,707.44816,,,pos 706.44088 Da 1057.43 s
303.31804 Da 1057.43 s,17.62,304.32532,,C18H41NO2,pos 303.31804 Da 1057.43 s
173.93838 Da 1057.43 s,17.62,87.97647,,,pos 173.93838 Da 1057.43 s
588.41777 Da 1057.60 s,17.63,589.42505,,C30H61N4O3PS,pos 588.41777 Da 1057.60 s
247.91237 Da 1057.60 s,17.63,124.96346,,,pos 247.91237 Da 1057.60 s
219.99111 Da 1060.08 s,17.67,111.00283,,C10H5O4P,pos 219.99111 Da 1060.08 s
178.99933 Da 1061.40 s,17.69,90.50694,,,pos 178.99933 Da 1061.40 s
229.91649 Da 1062.02 s,17.7,115.96552,,,pos 229.91649 Da 1062.02 s
794.40245 Da 1062.32 s,17.71,795.40973,,C27H55N16O10P,pos 794.40245 Da 1062.32 s
155.91721 Da 1062.46 s,17.71,78.96588,,,pos 155.91721 Da 1062.46 s
558.18466 Da 1062.46 s,17.71,559.19194,,,pos 558.18466 Da 1062.46 s
470.37308 Da 1062.46 s,17.71,471.38036,,C27H46N6O,pos 470.37308 Da 1062.46 s
759.66464 Da 1062.46 s,17.71,760.67191,,,pos 759.66464 Da 1062.46 s
750.47534 Da 1062.46 s,17.71,751.48261,,C21H62N22O4S2,pos 750.47534 Da 1062.46 s
337.19220 Da 1064.95 s,17.75,338.19948,,C12H28N5O4P,pos 337.19220 Da 1064.95 s
478.44666 Da 1065.19 s,17.75,240.23061,,,pos 478.44666 Da 1065.19 s
82.04782 Da 1065.28 s,17.75,83.0551,,,pos 82.04782 Da 1065.28 s
370.13031 Da 1065.28 s,17.75,371.13758,,,pos 370.13031 Da 1065.28 s
208.19505 Da 1065.28 s,17.75,209.20232,,,pos 208.19505 Da 1065.28 s
113.06831 Da 1065.28 s,17.75,114.07558,,,pos 113.06831 Da 1065.28 s
85.02417 Da 1065.28 s,17.75,86.03144,,,pos 85.02417 Da 1065.28 s
562.60629 Da 1065.28 s,17.75,563.61356,,C39H78O,pos 562.60629 Da 1065.28 s
281.19649 Da 1065.28 s,17.75,282.20377,,,pos 281.19649 Da 1065.28 s
410.28987 Da 1065.28 s,17.75,411.29714,,C21H38N4O4,pos 410.28987 Da 1065.28 s
120.08069 Da 1065.28 s,17.75,121.08796,,,pos 120.08069 Da 1065.28 s
122.09738 Da 1065.28 s,17.75,123.10466,,,pos 122.09738 Da 1065.28 s
720.58826 Da 1065.28 s,17.75,721.59554,,C38H89O5PS2,pos 720.58826 Da 1065.28 s
281.29601 Da 1065.28 s,17.75,282.30329,,,pos 281.29601 Da 1065.28 s
239.24200 Da 1065.28 s,17.75,240.24928,,,pos 239.24200 Da 1065.28 s
715.63019 Da 1065.28 s,17.75,716.63747,,C30H85N9O7S,pos 715.63019 Da 1065.28 s
225.22372 Da 1065.28 s,17.75,226.23099,,C13H27N3,pos 225.22372 Da 1065.28 s
211.20570 Da 1065.28 s,17.75,212.21298,,C12H25N3,pos 211.20570 Da 1065.28 s
337.22346 Da 1065.28 s,17.75,338.23074,,,pos 337.22346 Da 1065.28 s
124.07739 Da 1065.28 s,17.75,125.08466,,C5H8N4,pos 124.07739 Da 1065.28 s
124.11354 Da 1065.28 s,17.75,125.12082,,,pos 124.11354 Da 1065.28 s
94.05430 Da 1065.28 s,17.75,95.06157,,C5H6N2,pos 94.05430 Da 1065.28 s
99.04637 Da 1065.28 s,17.75,100.05364,,C3H5N3O,pos 99.04637 Da 1065.28 s
96.07076 Da 1065.28 s,17.75,97.07804,,C5H8N2,pos 96.07076 Da 1065.28 s
127.08913 Da 1065.28 s,17.75,128.09641,,C4H9N5,pos 127.08913 Da 1065.28 s
737.48895 Da 1067.28 s,17.79,738.49623,,C34H78NO9P3,pos 737.48895 Da 1067.28 s
676.55366 Da 1067.83 s,17.8,677.56093,,,pos 676.55366 Da 1067.83 s
178.94626 Da 1067.83 s,17.8,90.48041,,,pos 178.94626 Da 1067.83 s
640.57266 Da 1067.83 s,17.8,641.57993,,C34H72N8O3,pos 640.57266 Da 1067.83 s
503.32563 Da 1068.21 s,17.8,504.33291,,,pos 503.32563 Da 1068.21 s
334.27680 Da 1070.32 s,17.84,335.28408,,C16H38N4OS,pos 334.27680 Da 1070.32 s
352.29427 Da 1070.32 s,17.84,353.30154,,C18H36N6O,pos 352.29427 Da 1070.32 s
678.52179 Da 1070.32 s,17.84,679.52906,,,pos 678.52179 Da 1070.32 s
520.43063 Da 1070.32 s,17.84,521.43791,,C21H52N12O3,pos 520.43063 Da 1070.32 s
332.32351 Da 1072.82 s,17.88,333.33078,,,pos 332.32351 Da 1072.82 s
113.93344 Da 1072.82 s,17.88,114.94071,,,pos 113.93344 Da 1072.82 s
426.33864 Da 1072.82 s,17.88,427.34591,,C23H54S3,pos 426.33864 Da 1072.82 s
238.15893 Da 1075.45 s,17.92,239.16621,,C14H22O3,pos 238.15893 Da 1075.45 s
122.92156 Da 1075.45 s,17.92,123.92883,,,pos 122.92156 Da 1075.45 s
808.66062 Da 1075.45 s,17.92,809.66789,,,pos 808.66062 Da 1075.45 s
760.67142 Da 1077.93 s,17.97,761.6787,,,pos 760.67142 Da 1077.93 s
731.62891 Da 1077.93 s,17.97,732.63619,,C28H85N13O4S2,pos 731.62891 Da 1077.93 s
421.40775 Da 1077.93 s,17.97,422.41503,,C16H47N13,pos 421.40775 Da 1077.93 s
308.31718 Da 1077.93 s,17.97,309.32445,,C20H40N2,pos 308.31718 Da 1077.93 s
764.62219 Da 1077.93 s,17.97,765.62947,,,pos 764.62219 Da 1077.93 s
736.58063 Da 1080.46 s,18.01,737.5879,,,pos 736.58063 Da 1080.46 s
405.28889 Da 1080.46 s,18.01,406.29616,,C25H35N5,pos 405.28889 Da 1080.46 s
671.59709 Da 1080.46 s,18.01,672.60436,,C35H82N3O6P,pos 671.59709 Da 1080.46 s
424.25110 Da 1082.97 s,18.05,425.25838,,C17H36N4O8,pos 424.25110 Da 1082.97 s
376.35561 Da 1082.97 s,18.05,377.36289,,C23H44N4,pos 376.35561 Da 1082.97 s
627.56337 Da 1082.97 s,18.05,628.57065,,C31H69N11O2,pos 627.56337 Da 1082.97 s
116.05102 Da 1082.97 s,18.05,117.0583,,C5H8O3,pos 116.05102 Da 1082.97 s
634.41931 Da 1083.18 s,18.05,635.42658,,C35H58N2O8,pos 634.41931 Da 1083.18 s
682.43846 Da 1083.84 s,18.06,683.44573,,,pos 682.43846 Da 1083.84 s
583.53063 Da 1085.55 s,18.09,584.53791,,C28H70N7O3P,pos 583.53063 Da 1085.55 s
322.28060 Da 1085.55 s,18.09,323.28788,,C16H38N2O4,pos 322.28060 Da 1085.55 s
106.93673 Da 1088.14 s,18.14,107.94401,,,pos 106.93673 Da 1088.14 s
495.46525 Da 1088.14 s,18.14,496.47253,,C24H61N7OS,pos 495.46525 Da 1088.14 s
213.97044 Da 1088.14 s,18.14,214.97771,,C7H6N2S3,pos 213.97044 Da 1088.14 s
382.23429 Da 1088.14 s,18.14,383.24157,,C18H26N10,pos 382.23429 Da 1088.14 s
539.49816 Da 1088.14 s,18.14,540.50544,,C27H65N5O5,pos 539.49816 Da 1088.14 s
523.49666 Da 1088.14 s,18.14,524.50394,,C26H73N3S3,pos 523.49666 Da 1088.14 s
522.46709 Da 1088.14 s,18.14,523.47436,,C24H67N4O3PS,pos 522.46709 Da 1088.14 s
115.06211 Da 1089.35 s,18.16,116.06939,,C5H9NO2,pos 115.06211 Da 1089.35 s
293.96210 Da 1090.49 s,18.17,294.96938,,,pos 293.96210 Da 1090.49 s
420.38758 Da 1090.49 s,18.17,421.39486,,C15H44N14,pos 420.38758 Da 1090.49 s
435.43158 Da 1090.49 s,18.17,436.43886,,C26H53N5,pos 435.43158 Da 1090.49 s
479.46473 Da 1090.49 s,18.17,480.472,,C20H62N7O3P,pos 479.46473 Da 1090.49 s
451.43331 Da 1090.49 s,18.17,452.44058,,C24H57N3O4,pos 451.43331 Da 1090.49 s
320.98464 Da 1090.49 s,18.17,321.99191,,C8H11N5OS4,pos 320.98464 Da 1090.49 s
688.51385 Da 1092.13 s,18.2,689.52112,,C39H68N4O6,pos 688.51385 Da 1092.13 s
368.32629 Da 1093.30 s,18.22,369.33356,,C18H44N2O5,pos 368.32629 Da 1093.30 s
88.02554 Da 1093.30 s,18.22,89.03282,,,pos 88.02554 Da 1093.30 s
356.38152 Da 1093.30 s,18.22,357.3888,,C22H48N2O,pos 356.38152 Da 1093.30 s
400.34303 Da 1093.30 s,18.22,401.3503,,,pos 400.34303 Da 1093.30 s
351.36609 Da 1098.73 s,18.31,352.37337,,,pos 351.36609 Da 1098.73 s
750.60384 Da 1098.73 s,18.31,751.61112,,C44H83N2O5P,pos 750.60384 Da 1098.73 s
465.44314 Da 1098.73 s,18.31,466.45041,,C24H59N5OS,pos 465.44314 Da 1098.73 s
128.97040 Da 1098.73 s,18.31,129.97767,,,pos 128.97040 Da 1098.73 s
854.54817 Da 1099.44 s,18.32,855.55545,,C58H70N4O2,pos 854.54817 Da 1099.44 s
736.49565 Da 1101.13 s,18.35,737.50292,,C43H76O3S3,pos 736.49565 Da 1101.13 s
665.70969 Da 1101.24 s,18.35,666.71697,,C44H91NO2,pos 665.70969 Da 1101.24 s
762.50962 Da 1102.03 s,18.37,763.5169,,,pos 762.50962 Da 1102.03 s
708.47034 Da 1102.03 s,18.37,709.47762,,C36H65N6O6P,pos 708.47034 Da 1102.03 s
364.09631 Da 1102.03 s,18.37,365.10359,,C12H29O4PS3,pos 364.09631 Da 1102.03 s
405.36278 Da 1103.87 s,18.4,406.37005,,C26H47NO2,pos 405.36278 Da 1103.87 s
1012.67588 Da 1104.57 s,18.41,1013.68316,,,pos 1012.67588 Da 1104.57 s
576.47092 Da 1106.45 s,18.44,577.4782,,C18H52N22,pos 576.47092 Da 1106.45 s
269.29383 Da 1106.45 s,18.44,270.30111,,,pos 269.29383 Da 1106.45 s
326.22481 Da 1106.45 s,18.44,327.23208,,C11H30N6O5,pos 326.22481 Da 1106.45 s
581.42680 Da 1106.45 s,18.44,582.43407,,C18H55N13O8,pos 581.42680 Da 1106.45 s
852.53566 Da 1107.05 s,18.45,853.54293,,,pos 852.53566 Da 1107.05 s
604.41598 Da 1111.37 s,18.52,605.42326,,C29H65O8PS,pos 604.41598 Da 1111.37 s
370.13072 Da 1111.65 s,18.53,371.138,,,pos 370.13072 Da 1111.65 s
632.21546 Da 1111.65 s,18.53,633.22274,,,pos 632.21546 Da 1111.65 s
509.48330 Da 1111.65 s,18.53,510.49058,,C22H59N11O2,pos 509.48330 Da 1111.65 s
396.31953 Da 1111.65 s,18.53,397.32681,,C19H44N2O6,pos 396.31953 Da 1111.65 s
632.14619 Da 1112.49 s,18.54,633.15347,,,pos 632.14619 Da 1112.49 s
627.18905 Da 1113.85 s,18.56,628.19633,,,pos 627.18905 Da 1113.85 s
590.44927 Da 1114.29 s,18.57,591.45655,,,pos 590.44927 Da 1114.29 s
678.51471 Da 1114.29 s,18.57,679.52198,,,pos 678.51471 Da 1114.29 s
824.54132 Da 1114.67 s,18.58,825.5486,,,pos 824.54132 Da 1114.67 s
666.44427 Da 1114.67 s,18.58,667.45155,,,pos 666.44427 Da 1114.67 s
549.68125 Da 1116.84 s,18.61,550.68853,,,pos 549.68125 Da 1116.84 s
722.55330 Da 1116.84 s,18.61,723.56058,,C27H83N10O3PS3,pos 722.55330 Da 1116.84 s
834.51908 Da 1117.13 s,18.62,835.52635,,C35H95O6PS6,pos 834.51908 Da 1117.13 s
421.41416 Da 1119.21 s,18.65,422.42143,,,pos 421.41416 Da 1119.21 s
693.55295 Da 1121.53 s,18.69,694.56023,,,pos 693.55295 Da 1121.53 s
721.57879 Da 1124.07 s,18.73,722.58607,,C35H95NS6,pos 721.57879 Da 1124.07 s
358.26717 Da 1129.11 s,18.82,359.27444,,C17H43O3PS,pos 358.26717 Da 1129.11 s
998.69613 Da 1129.79 s,18.83,999.7034,,C54H102N4O6S3,pos 998.69613 Da 1129.79 s
736.49261 Da 1131.32 s,18.86,737.49989,,C23H64N18O7S,pos 736.49261 Da 1131.32 s
552.53161 Da 1131.66 s,18.86,553.53889,,C29H64N10,pos 552.53161 Da 1131.66 s
836.53833 Da 1132.35 s,18.87,837.5456,,,pos 836.53833 Da 1132.35 s
668.41140 Da 1132.35 s,18.87,669.41868,,C20H58N14O7P2,pos 668.41140 Da 1132.35 s
996.68367 Da 1132.35 s,18.87,997.69094,,,pos 996.68367 Da 1132.35 s
683.27670 Da 1134.20 s,18.9,684.28398,,,pos 683.27670 Da 1134.20 s
430.31854 Da 1136.55 s,18.94,431.32581,,,pos 430.31854 Da 1136.55 s
532.40444 Da 1136.75 s,18.95,533.41172,,C33H57O3P,pos 532.40444 Da 1136.75 s
414.32406 Da 1136.75 s,18.95,415.33134,,C19H47N2O5P,pos 414.32406 Da 1136.75 s
1008.64589 Da 1137.45 s,18.96,1009.65317,,,pos 1008.64589 Da 1137.45 s
521.64622 Da 1139.26 s,18.99,522.6535,,,pos 521.64622 Da 1139.26 s
278.17500 Da 1139.26 s,18.99,279.18227,,C14H22N4O2,pos 278.17500 Da 1139.26 s
990.64045 Da 1139.86 s,19.0,991.64772,,,pos 990.64045 Da 1139.86 s
664.42709 Da 1141.48 s,19.02,665.43437,,C23H69N8O5PS3,pos 664.42709 Da 1141.48 s
309.32854 Da 1141.68 s,19.03,310.33582,,,pos 309.32854 Da 1141.68 s
392.33106 Da 1141.68 s,19.03,393.33834,,,pos 392.33106 Da 1141.68 s
414.28195 Da 1143.71 s,19.06,415.28923,,,pos 414.28195 Da 1143.71 s
602.45187 Da 1144.03 s,19.07,603.45914,,C33H58N6O4,pos 602.45187 Da 1144.03 s
581.36548 Da 1146.53 s,19.11,582.37276,,,pos 581.36548 Da 1146.53 s
412.31678 Da 1153.90 s,19.23,413.32406,,C18H45N4O4P,pos 412.31678 Da 1153.90 s
713.44497 Da 1156.46 s,19.27,714.45225,,,pos 713.44497 Da 1156.46 s
712.52409 Da 1159.23 s,19.32,713.53137,,C34H69N10O4P,pos 712.52409 Da 1159.23 s
324.29407 Da 1159.23 s,19.32,325.30135,,C12H36N8O2,pos 324.29407 Da 1159.23 s
537.39452 Da 1164.31 s,19.41,538.40179,,,pos 537.39452 Da 1164.31 s
820.54582 Da 1165.05 s,19.42,821.5531,,,pos 820.54582 Da 1165.05 s
508.50210 Da 1166.86 s,19.45,509.50937,,C22H60N12O,pos 508.50210 Da 1166.86 s
281.29546 Da 1169.43 s,19.49,282.30274,,,pos 281.29546 Da 1169.43 s
678.43484 Da 1169.54 s,19.49,679.44212,,,pos 678.43484 Da 1169.54 s
975.65649 Da 1170.01 s,19.5,976.66377,,C40H98N9O11PS2,pos 975.65649 Da 1170.01 s
947.41014 Da 1172.00 s,19.53,948.41741,,C41H64N11O9P3,pos 947.41014 Da 1172.00 s
948.41280 Da 1174.39 s,19.57,949.42008,,,pos 948.41280 Da 1174.39 s
928.18647 Da 1176.46 s,19.61,929.19374,,,pos 928.18647 Da 1176.46 s
414.32706 Da 1176.78 s,19.61,415.33434,,,pos 414.32706 Da 1176.78 s
750.51715 Da 1178.97 s,19.65,751.52443,,C37H82O8S3,pos 750.51715 Da 1178.97 s
440.33731 Da 1179.33 s,19.66,441.34458,,C23H44N4O4,pos 440.33731 Da 1179.33 s
596.39921 Da 1179.33 s,19.66,597.40649,,,pos 596.39921 Da 1179.33 s
947.28147 Da 1181.38 s,19.69,948.28875,,,pos 947.28147 Da 1181.38 s
905.25420 Da 1181.43 s,19.69,906.26147,,C42H55N3O9S5,pos 905.25420 Da 1181.43 s
926.18537 Da 1183.87 s,19.73,927.19264,,,pos 926.18537 Da 1183.87 s
906.25889 Da 1186.20 s,19.77,907.26617,,C22H58N20OS9,pos 906.25889 Da 1186.20 s
722.54945 Da 1186.92 s,19.78,723.55673,,C29H83N6O7PS2,pos 722.54945 Da 1186.92 s
1810.75230 Da 1186.92 s,19.78,906.38342,,,pos 1810.75230 Da 1186.92 s
650.44426 Da 1187.71 s,19.8,651.45154,,C22H55N18O3P,pos 650.44426 Da 1187.71 s
907.24707 Da 1188.96 s,19.82,908.25435,,C48H43N7O6P2S,pos 907.24707 Da 1188.96 s
684.46773 Da 1189.46 s,19.82,685.47501,,C36H76O3S4,pos 684.46773 Da 1189.46 s
907.38058 Da 1189.46 s,19.82,908.38785,,,pos 907.38058 Da 1189.46 s
978.67483 Da 1190.24 s,19.84,979.68211,,C53H91N10O3PS,pos 978.67483 Da 1190.24 s
609.24485 Da 1192.00 s,19.87,610.25213,,,pos 609.24485 Da 1192.00 s
736.49403 Da 1193.24 s,19.89,737.50131,,,pos 736.49403 Da 1193.24 s
907.25708 Da 1193.78 s,19.9,908.26435,,C34H57N3O17S4,pos 907.25708 Da 1193.78 s
382.27471 Da 1193.78 s,19.9,383.28198,,C19H42O5S,pos 382.27471 Da 1193.78 s
905.26169 Da 1193.78 s,19.9,906.26897,,C30H55N3O24S2,pos 905.26169 Da 1193.78 s
304.31851 Da 1194.56 s,19.91,305.32578,,C16H40N4O,pos 304.31851 Da 1194.56 s
976.65940 Da 1195.25 s,19.92,977.66667,,,pos 976.65940 Da 1195.25 s
145.97443 Da 1196.32 s,19.94,146.9817,,C4H3O4P,pos 145.97443 Da 1196.32 s
328.34652 Da 1199.69 s,19.99,329.35379,,C20H44N2O,pos 328.34652 Da 1199.69 s
751.60623 Da 1202.05 s,20.03,752.61351,,C25H77N21OS2,pos 751.60623 Da 1202.05 s
628.49565 Da 1206.50 s,20.11,629.50292,,,pos 628.49565 Da 1206.50 s
172.07388 Da 1206.96 s,20.12,173.08116,,C8H12O4,pos 172.07388 Da 1206.96 s
414.32790 Da 1209.46 s,20.16,415.33518,,C15H42N8O5,pos 414.32790 Da 1209.46 s
576.46898 Da 1209.46 s,20.16,577.47626,,C21H61N12O4P,pos 576.46898 Da 1209.46 s
