Bucket label,RT,m/z,Name,Formula,Peak number
222.94509 Da 1272.80 s,21.21,223.95237,,C5H5NO3S3,pos 222.94509 Da 1272.80 s
111.93269 Da 1272.80 s,21.21,112.93996,,,pos 111.93269 Da 1272.80 s
118.03957 Da 1274.09 s,21.23,119.04685,,C3H6N2O3,pos 118.03957 Da 1274.09 s
207.98292 Da 1275.76 s,21.26,208.99019,,C9H4O4S,pos 207.98292 Da 1275.76 s
258.07196 Da 1275.76 s,21.26,259.07924,,C8H6N10O,pos 258.07196 Da 1275.76 s
118.06056 Da 1275.76 s,21.26,119.06784,,C5H10O3,pos 118.06056 Da 1275.76 s
97.97332 Da 1278.89 s,21.31,98.9806,,,pos 97.97332 Da 1278.89 s
152.00161 Da 1281.23 s,21.35,153.00889,,,pos 152.00161 Da 1281.23 s
232.01658 Da 1278.89 s,21.31,233.02385,,,pos 232.01658 Da 1278.89 s
118.52577 Da 1278.89 s,21.31,119.53305,,,pos 118.52577 Da 1278.89 s
251.97317 Da 1281.23 s,21.35,252.98045,,,pos 251.97317 Da 1281.23 s
244.00092 Da 1281.28 s,21.35,245.00819,,,pos 244.00092 Da 1281.28 s
239.95927 Da 1281.28 s,21.35,240.96655,,C7H4N4S3,pos 239.95927 Da 1281.28 s
127.98180 Da 1281.55 s,21.36,128.98908,,,pos 127.98180 Da 1281.55 s
90.53575 Da 1281.83 s,21.36,91.54302,,,pos 90.53575 Da 1281.83 s
106.53283 Da 1281.83 s,21.36,107.5401,,,pos 106.53283 Da 1281.83 s
191.04572 Da 1281.83 s,21.36,96.53014,,C12H5N3,pos 191.04572 Da 1281.83 s
220.10508 Da 1284.49 s,21.41,221.11235,,,pos 220.10508 Da 1284.49 s
85.00093 Da 1283.67 s,21.39,86.0082,,C3H3NS,pos 85.00093 Da 1283.67 s
137.01337 Da 1281.83 s,21.36,69.51396,,,pos 137.01337 Da 1281.83 s
77.51195 Da 1281.83 s,21.36,78.51923,,,pos 77.51195 Da 1281.83 s
174.96951 Da 1281.83 s,21.36,175.97678,,,pos 174.96951 Da 1281.83 s
269.98079 Da 1282.31 s,21.37,270.98806,,C6H2N6O5S,pos 269.98079 Da 1282.31 s
260.06753 Da 1282.66 s,21.38,261.07481,,C8H21O3PS2,pos 260.06753 Da 1282.66 s
145.04904 Da 1282.75 s,21.38,73.5318,,,pos 145.04904 Da 1282.75 s
225.98955 Da 1283.59 s,21.39,226.99683,,C6H3N4O4P,pos 225.98955 Da 1283.59 s
208.95490 Da 1284.48 s,21.41,209.96217,,,pos 208.95490 Da 1284.48 s
95.50002 Da 1283.59 s,21.39,96.5073,,,pos 95.50002 Da 1283.59 s
324.06746 Da 1285.96 s,21.43,325.07474,,,pos 324.06746 Da 1285.96 s
99.04153 Da 1284.20 s,21.4,100.04881,,C3H5N3O,pos 99.04153 Da 1284.20 s
98.02469 Da 1284.20 s,21.4,99.03196,,,pos 98.02469 Da 1284.20 s
231.07610 Da 1284.20 s,21.4,116.54532,,,pos 231.07610 Da 1284.20 s
173.97996 Da 1284.49 s,21.41,174.98723,,C6H6O2S2,pos 173.97996 Da 1284.49 s
257.98131 Da 1285.72 s,21.43,258.98859,,,pos 257.98131 Da 1285.72 s
98.99851 Da 1285.96 s,21.43,100.00579,,C3HNO3,pos 98.99851 Da 1285.96 s
242.07333 Da 1285.96 s,21.43,243.0806,,C18H10O,pos 242.07333 Da 1285.96 s
86.02067 Da 1286.47 s,21.44,87.02795,,,pos 86.02067 Da 1286.47 s
90.03624 Da 1286.67 s,21.44,91.04352,,,pos 90.03624 Da 1286.67 s
147.98104 Da 1287.15 s,21.45,148.98832,,C4H4O4S,pos 147.98104 Da 1287.15 s
216.01726 Da 1288.40 s,21.47,217.02454,,C10H4N2O4,pos 216.01726 Da 1288.40 s
260.08751 Da 1288.40 s,21.47,261.09479,,C8H8N10O,pos 260.08751 Da 1288.40 s
217.02663 Da 1288.40 s,21.47,218.0339,,C5H15NO2S3,pos 217.02663 Da 1288.40 s
78.52960 Da 1292.14 s,21.54,79.53688,,,pos 78.52960 Da 1292.14 s
99.02185 Da 1291.62 s,21.53,100.02913,,,pos 99.02185 Da 1291.62 s
283.98300 Da 1292.14 s,21.54,284.99028,,C12H4N4OS2,pos 283.98300 Da 1292.14 s
284.93514 Da 1291.86 s,21.53,285.94242,,C6H8NO4PS3,pos 284.93514 Da 1291.86 s
279.93022 Da 1291.86 s,21.53,280.9375,,C7H8N2S5,pos 279.93022 Da 1291.86 s
287.04766 Da 1293.50 s,21.56,288.05637,,C9H13N5O2S2,pos 287.04766 Da 1293.50 s
167.92920 Da 1294.66 s,21.58,168.93648,,,pos 167.92920 Da 1294.66 s
83.00626 Da 1293.50 s,21.56,84.01354,,,pos 83.00626 Da 1293.50 s
165.02011 Da 1295.47 s,21.59,166.02739,,C3H7N3O3S,pos 165.02011 Da 1295.47 s
98.52207 Da 1296.04 s,21.6,99.52935,,,pos 98.52207 Da 1296.04 s
254.98024 Da 1301.23 s,21.69,255.98752,,C5H9N3O3S3,pos 254.98024 Da 1301.23 s
83.00873 Da 1303.51 s,21.73,84.01601,,,pos 83.00873 Da 1303.51 s
156.06507 Da 1315.98 s,21.93,79.03981,,,pos 156.06507 Da 1315.98 s
98.54626 Da 1315.98 s,21.93,99.55353,,,pos 98.54626 Da 1315.98 s
285.97931 Da 1323.48 s,22.06,286.98659,,C11H10O3S3,pos 285.97931 Da 1323.48 s
301.95045 Da 1329.87 s,22.16,302.95773,,,pos 301.95045 Da 1329.87 s
109.00113 Da 1340.20 s,22.34,110.0084,,,pos 109.00113 Da 1340.20 s
105.49092 Da 1342.74 s,22.38,106.4982,,,pos 105.49092 Da 1342.74 s
191.97809 Da 1343.90 s,22.4,192.98537,,C4H5N2O3PS,pos 191.97809 Da 1343.90 s
64.99614 Da 1347.46 s,22.46,66.00341,,,pos 64.99614 Da 1347.46 s
184.05690 Da 1352.59 s,22.54,185.06417,,C9H12O2S,pos 184.05690 Da 1352.59 s
114.03214 Da 1353.31 s,22.56,115.03942,,,pos 114.03214 Da 1353.31 s
186.07247 Da 1355.16 s,22.59,187.07974,,C9H14O2S,pos 186.07247 Da 1355.16 s
163.96308 Da 1355.16 s,22.59,164.97036,,,pos 163.96308 Da 1355.16 s
191.96988 Da 1356.50 s,22.61,192.97716,,,pos 191.96988 Da 1356.50 s
169.05664 Da 1357.63 s,22.63,170.06392,,,pos 169.05664 Da 1357.63 s
277.98573 Da 1357.85 s,22.63,278.99301,,C6H15O4PS3,pos 277.98573 Da 1357.85 s
123.96620 Da 1365.11 s,22.75,124.97347,,,pos 123.96620 Da 1365.11 s
178.01343 Da 1366.55 s,22.78,179.0207,,,pos 178.01343 Da 1366.55 s
188.09183 Da 1369.67 s,22.83,189.09911,,C11H12N2O,pos 188.09183 Da 1369.67 s
92.04736 Da 1369.64 s,22.83,93.05464,,C3H8O3,pos 92.04736 Da 1369.64 s
190.01747 Da 1370.69 s,22.84,191.02475,,,pos 190.01747 Da 1370.69 s
85.98496 Da 1371.45 s,22.86,86.99223,,,pos 85.98496 Da 1371.45 s
220.07514 Da 1371.57 s,22.86,221.08241,,C13H8N4,pos 220.07514 Da 1371.57 s
173.96776 Da 1372.06 s,22.87,174.97504,,,pos 173.96776 Da 1372.06 s
206.10297 Da 1374.12 s,22.9,207.11024,,C11H14N2O2,pos 206.10297 Da 1374.12 s
213.98797 Da 1375.20 s,22.92,214.99524,,C5H11O3PS2,pos 213.98797 Da 1375.20 s
175.99887 Da 1376.68 s,22.94,177.00615,,,pos 175.99887 Da 1376.68 s
171.97519 Da 1378.04 s,22.97,86.99487,,,pos 171.97519 Da 1378.04 s
114.02844 Da 1379.18 s,22.99,115.03572,,,pos 114.02844 Da 1379.18 s
126.00404 Da 1379.02 s,22.98,127.01132,,C4H2N2O3,pos 126.00404 Da 1379.02 s
151.94549 Da 1382.75 s,23.05,134.94183,,,pos 151.94549 Da 1382.75 s
186.07682 Da 1384.55 s,23.08,187.08409,,C6H10N4O3,pos 186.07682 Da 1384.55 s
114.01352 Da 1384.14 s,23.07,115.02079,,,pos 114.01352 Da 1384.14 s
285.97373 Da 1385.70 s,23.1,286.98101,,C7H3N4O7P,pos 285.97373 Da 1385.70 s
184.06090 Da 1387.87 s,23.13,185.06818,,C6H8N4O3,pos 184.06090 Da 1387.87 s
146.03806 Da 1389.09 s,23.15,147.04533,,,pos 146.03806 Da 1389.09 s
92.02165 Da 1396.63 s,23.28,93.02893,,C6H4O,pos 92.02165 Da 1396.63 s
129.98474 Da 1396.63 s,23.28,130.99201,,C3H2N2O2S,pos 129.98474 Da 1396.63 s
138.02666 Da 1399.90 s,23.33,139.03394,,,pos 138.02666 Da 1399.90 s
86.02022 Da 1399.90 s,23.33,87.0275,,,pos 86.02022 Da 1399.90 s
301.95204 Da 1434.73 s,23.91,302.95932,,,pos 301.95204 Da 1434.73 s
95.02686 Da 1438.69 s,23.98,96.03413,,,pos 95.02686 Da 1438.69 s
77.98872 Da 1439.72 s,24.0,78.996,,,pos 77.98872 Da 1439.72 s
116.01366 Da 1442.55 s,24.04,117.02094,,C4H4O4,pos 116.01366 Da 1442.55 s
77.01702 Da 1442.65 s,24.04,78.0243,,,pos 77.01702 Da 1442.65 s
95.00201 Da 1452.14 s,24.2,96.00928,,,pos 95.00201 Da 1452.14 s
285.97537 Da 1454.67 s,24.24,286.98264,,C6H10N2O5S3,pos 285.97537 Da 1454.67 s
98.00314 Da 1459.69 s,24.33,99.01041,,,pos 98.00314 Da 1459.69 s
97.50433 Da 1462.19 s,24.37,98.51161,,,pos 97.50433 Da 1462.19 s
95.02482 Da 1463.00 s,24.38,96.0321,,,pos 95.02482 Da 1463.00 s
76.99072 Da 1464.72 s,24.41,77.998,,,pos 76.99072 Da 1464.72 s
191.97297 Da 1465.08 s,24.42,192.98025,,C6H8OS3,pos 191.97297 Da 1465.08 s
152.00154 Da 1475.04 s,24.58,153.00881,,C6H4N2OS,pos 152.00154 Da 1475.04 s
106.53259 Da 1478.42 s,24.64,107.53987,,,pos 106.53259 Da 1478.42 s
86.51717 Da 1493.90 s,24.9,87.52444,,,pos 86.51717 Da 1493.90 s
112.01140 Da 1495.12 s,24.92,113.01867,,C4H4N2S,pos 112.01140 Da 1495.12 s
209.94202 Da 1496.50 s,24.94,210.9493,,C8H2O3S2,pos 209.94202 Da 1496.50 s
115.99815 Da 1497.60 s,24.96,117.00543,,C4H4O2S,pos 115.99815 Da 1497.60 s
116.02111 Da 1500.08 s,25.0,117.02839,,C3H4N2O3,pos 116.02111 Da 1500.08 s
86.51765 Da 1504.72 s,25.08,87.52492,,,pos 86.51765 Da 1504.72 s
165.96388 Da 1509.96 s,25.17,166.97116,,C6H2N2S2,pos 165.96388 Da 1509.96 s
156.01629 Da 1520.33 s,25.34,157.02357,,C5H4N2O4,pos 156.01629 Da 1520.33 s
116.01202 Da 1542.64 s,25.71,117.0193,,C4H4O4,pos 116.01202 Da 1542.64 s
253.94819 Da 1550.36 s,25.84,254.95547,,,pos 253.94819 Da 1550.36 s
116.01625 Da 1554.75 s,25.91,117.02353,,,pos 116.01625 Da 1554.75 s
180.03193 Da 1562.36 s,26.04,181.03921,,C11H4N2O,pos 180.03193 Da 1562.36 s
144.00935 Da 1579.87 s,26.33,145.01663,,C6H8S2,pos 144.00935 Da 1579.87 s
191.97195 Da 1583.53 s,26.39,192.97922,,C9H4OS2,pos 191.97195 Da 1583.53 s
191.98210 Da 1599.67 s,26.66,96.99833,,,pos 191.98210 Da 1599.67 s
144.00842 Da 1611.89 s,26.86,145.0157,,C6H8S2,pos 144.00842 Da 1611.89 s
116.01620 Da 1624.58 s,27.08,117.02348,,,pos 116.01620 Da 1624.58 s
86.01935 Da 1627.24 s,27.12,87.02662,,,pos 86.01935 Da 1627.24 s
95.02620 Da 1627.26 s,27.12,96.03347,,,pos 95.02620 Da 1627.26 s
208.05903 Da 1627.24 s,27.12,105.03679,,C8H8N4O3,pos 208.05903 Da 1627.24 s
77.01413 Da 1627.24 s,27.12,78.0214,,,pos 77.01413 Da 1627.24 s
199.94909 Da 1632.38 s,27.21,200.95636,,C5HN2O3PS,pos 199.94909 Da 1632.38 s
235.93959 Da 1634.94 s,27.25,236.94686,,,pos 235.93959 Da 1634.94 s
182.06973 Da 1634.94 s,27.25,183.07701,,C8H10N2O3,pos 182.06973 Da 1634.94 s
253.94889 Da 1642.60 s,27.38,254.95616,,,pos 253.94889 Da 1642.60 s
199.94961 Da 1649.96 s,27.5,200.95689,,C6H4N2S3,pos 199.94961 Da 1649.96 s
182.07219 Da 1657.32 s,27.62,183.07946,,C5H14N2O3S,pos 182.07219 Da 1657.32 s
191.97409 Da 1666.92 s,27.78,192.98137,,C6H8OS3,pos 191.97409 Da 1666.92 s
182.07515 Da 1692.02 s,28.2,183.08243,,C10H14OS,pos 182.07515 Da 1692.02 s
220.03439 Da 1702.10 s,28.37,221.04166,,C7H4N6O3,pos 220.03439 Da 1702.10 s
191.97016 Da 1717.61 s,28.63,192.97743,,C9H4OS2,pos 191.97016 Da 1717.61 s
194.01548 Da 1722.30 s,28.71,195.02275,,C8H6N2O2S,pos 194.01548 Da 1722.30 s
271.99402 Da 1724.67 s,28.74,273.00129,,C10H4N6S2,pos 271.99402 Da 1724.67 s
77.97770 Da 1731.46 s,28.86,78.98497,,,pos 77.97770 Da 1731.46 s
271.99746 Da 1739.88 s,29.0,273.00474,,C7H8N6S3,pos 271.99746 Da 1739.88 s
144.00918 Da 1757.96 s,29.3,145.01645,,C6H8S2,pos 144.00918 Da 1757.96 s
162.01971 Da 1757.96 s,29.3,163.02699,,C4H7N2O3P,pos 162.01971 Da 1757.96 s
180.03376 Da 1772.95 s,29.55,181.04104,,C11H4N2O,pos 180.03376 Da 1772.95 s
162.02346 Da 1779.88 s,29.66,163.03073,,C4H7N2O3P,pos 162.02346 Da 1779.88 s
1401.76936 Da 8.70 s,0.15,699.8774,,,neg 1401.76936 Da 8.70 s
1523.71971 Da 8.86 s,0.15,760.85258,,,neg 1523.71971 Da 8.86 s
1061.31163 Da 9.21 s,0.15,1060.30436,,,neg 1061.31163 Da 9.21 s
1427.79226 Da 9.36 s,0.16,712.88885,,,neg 1427.79226 Da 9.36 s
1510.72848 Da 9.36 s,0.16,754.35697,,,neg 1510.72848 Da 9.36 s
2011.63868 Da 9.79 s,0.16,1004.81206,,,neg 2011.63868 Da 9.79 s
1535.73537 Da 9.87 s,0.16,766.86041,,,neg 1535.73537 Da 9.87 s
1468.75041 Da 9.94 s,0.17,733.36793,,,neg 1468.75041 Da 9.94 s
781.88179 Da 10.19 s,0.17,780.87451,,,neg 781.88179 Da 10.19 s
1231.78649 Da 10.22 s,0.17,1230.77921,,,neg 1231.78649 Da 10.22 s
1134.46587 Da 10.22 s,0.17,1133.4586,,,neg 1134.46587 Da 10.22 s
1495.77211 Da 10.33 s,0.17,746.87878,,,neg 1495.77211 Da 10.33 s
890.83503 Da 10.37 s,0.17,889.82775,,,neg 890.83503 Da 10.37 s
1247.79816 Da 10.37 s,0.17,622.8918,,,neg 1247.79816 Da 10.37 s
768.36773 Da 10.53 s,0.18,767.36045,,,neg 768.36773 Da 10.53 s
883.86197 Da 10.64 s,0.18,882.8547,,C34H9N6O12PS5,neg 883.86197 Da 10.64 s
1304.26886 Da 10.73 s,0.18,1303.26158,,,neg 1304.26886 Da 10.73 s
1631.75283 Da 10.73 s,0.18,814.86914,,,neg 1631.75283 Da 10.73 s
1074.30943 Da 10.78 s,0.18,1073.30215,,,neg 1074.30943 Da 10.78 s
1645.69303 Da 10.80 s,0.18,821.83924,,,neg 1645.69303 Da 10.80 s
1467.73585 Da 10.88 s,0.18,732.86065,,,neg 1467.73585 Da 10.88 s
1141.79200 Da 10.92 s,0.18,1140.78472,,C42H118N11O17P3,neg 1141.79200 Da 10.92 s
856.84090 Da 10.98 s,0.18,855.83362,,C28H20N5O5PS10,neg 856.84090 Da 10.98 s
1661.68702 Da 11.03 s,0.18,829.83623,,,neg 1661.68702 Da 11.03 s
1003.81941 Da 11.05 s,0.18,1002.81213,,C43H114N13O6PS2,neg 1003.81941 Da 11.05 s
998.16432 Da 11.05 s,0.18,997.15704,,C27H50N8O22S5,neg 998.16432 Da 11.05 s
788.85376 Da 11.26 s,0.19,787.84648,,,neg 788.85376 Da 11.26 s
746.87332 Da 11.36 s,0.19,745.86605,,,neg 746.87332 Da 11.36 s
1189.80326 Da 11.38 s,0.19,1188.79598,,C44H26N2O14S12,neg 1189.80326 Da 11.38 s
849.86732 Da 11.42 s,0.19,848.86004,,C15H10N14O17S6,neg 849.86732 Da 11.42 s
1142.29550 Da 11.55 s,0.19,1141.28822,,C43H79N6O7PS10,neg 1142.29550 Da 11.55 s
1782.68238 Da 11.84 s,0.2,890.33392,,,neg 1782.68238 Da 11.84 s
720.86569 Da 11.95 s,0.2,719.85842,,C25H23NO2S11,neg 720.86569 Da 11.95 s
1357.77331 Da 12.24 s,0.2,677.87938,,,neg 1357.77331 Da 12.24 s
1647.69832 Da 12.34 s,0.21,822.84188,,,neg 1647.69832 Da 12.34 s
2147.61240 Da 12.56 s,0.21,1072.79893,,,neg 2147.61240 Da 12.56 s
988.82368 Da 12.91 s,0.22,987.8164,,C45H124N6O5S5,neg 988.82368 Da 12.91 s
705.85260 Da 13.25 s,0.22,704.84533,,,neg 705.85260 Da 13.25 s
811.84929 Da 13.39 s,0.22,810.84202,,C39H8O9S6,neg 811.84929 Da 13.39 s
1731.67335 Da 13.39 s,0.22,864.8294,,,neg 1731.67335 Da 13.39 s
1707.65753 Da 13.63 s,0.23,852.82149,,,neg 1707.65753 Da 13.63 s
1387.74339 Da 13.75 s,0.23,692.86442,,,neg 1387.74339 Da 13.75 s
1555.71620 Da 14.07 s,0.23,776.85082,,,neg 1555.71620 Da 14.07 s
1351.74068 Da 14.25 s,0.24,674.86306,,,neg 1351.74068 Da 14.25 s
817.83155 Da 14.58 s,0.24,816.82427,,,neg 817.83155 Da 14.58 s
863.81474 Da 15.26 s,0.25,430.90009,,,neg 863.81474 Da 15.26 s
383.91161 Da 29.03 s,0.48,190.94853,,,neg 383.91161 Da 29.03 s
97.96753 Da 29.13 s,0.49,96.96026,,,neg 97.96753 Da 29.13 s
263.94040 Da 52.07 s,0.87,262.93313,,C8H8O2S4,neg 263.94040 Da 52.07 s
209.96818 Da 52.22 s,0.87,208.96091,,,neg 209.96818 Da 52.22 s
277.95543 Da 52.37 s,0.87,276.94816,,,neg 277.95543 Da 52.37 s
273.96589 Da 52.37 s,0.87,272.95861,,,neg 273.96589 Da 52.37 s
227.97313 Da 54.48 s,0.91,226.96585,,,neg 227.97313 Da 54.48 s
479.85416 Da 54.55 s,0.91,478.84688,,,neg 479.85416 Da 54.55 s
379.92394 Da 54.71 s,0.91,378.91667,,C14H8N2OS5,neg 379.92394 Da 54.71 s
463.88781 Da 55.47 s,0.92,462.88053,,,neg 463.88781 Da 55.47 s
333.92991 Da 56.05 s,0.93,332.92264,,,neg 333.92991 Da 56.05 s
395.89691 Da 56.06 s,0.93,394.88963,,C8H12O6S6,neg 395.89691 Da 56.06 s
327.90990 Da 57.40 s,0.96,326.90262,,,neg 327.90990 Da 57.40 s
129.96686 Da 58.63 s,0.98,128.95959,,,neg 129.96686 Da 58.63 s
1120.27918 Da 59.56 s,0.99,1119.2719,,,neg 1120.27918 Da 59.56 s
788.19706 Da 59.56 s,0.99,787.18978,,C22H60O15S7,neg 788.19706 Da 59.56 s
472.07896 Da 59.87 s,1.0,471.07169,,C11H27N2O12P3,neg 472.07896 Da 59.87 s
226.06880 Da 60.51 s,1.01,225.06153,,C7H14O8,neg 226.06880 Da 60.51 s
300.00222 Da 60.83 s,1.01,298.99494,,C7H5N6O6P,neg 300.00222 Da 60.83 s
95.93180 Da 60.83 s,1.01,94.92452,,,neg 95.93180 Da 60.83 s
284.02718 Da 60.83 s,1.01,283.0199,,,neg 284.02718 Da 60.83 s
289.97228 Da 60.83 s,1.01,288.96501,,,neg 289.97228 Da 60.83 s
215.05567 Da 61.41 s,1.02,214.0484,,C8H5N7O,neg 215.05567 Da 61.41 s
165.93559 Da 61.75 s,1.03,164.92832,,,neg 165.93559 Da 61.75 s
977.31613 Da 62.19 s,1.04,976.30885,,C25H63N21O4S8,neg 977.31613 Da 62.19 s
557.17078 Da 62.19 s,1.04,556.1635,,C14H43NO13P4,neg 557.17078 Da 62.19 s
635.19672 Da 62.19 s,1.04,634.18944,,C17H31N15O8P2,neg 635.19672 Da 62.19 s
182.07872 Da 62.39 s,1.04,181.07144,,C6H14O6,neg 182.07872 Da 62.39 s
243.08713 Da 62.72 s,1.05,242.07986,,C7H18NO6P,neg 243.08713 Da 62.72 s
355.07991 Da 63.25 s,1.05,354.07263,,C9H19N5O6P2,neg 355.07991 Da 63.25 s
273.99872 Da 63.25 s,1.05,272.99144,,C8H7N2O7P,neg 273.99872 Da 63.25 s
293.07864 Da 64.12 s,1.07,292.07136,,C7H21NO7P2,neg 293.07864 Da 64.12 s
551.17763 Da 64.36 s,1.07,550.17035,,C23H38NO8PS2,neg 551.17763 Da 64.36 s
2809.88618 Da 64.44 s,1.07,1403.93581,,,neg 2809.88618 Da 64.44 s
805.22215 Da 66.04 s,1.1,804.21487,,,neg 805.22215 Da 66.04 s
252.08527 Da 66.04 s,1.1,251.07799,,,neg 252.08527 Da 66.04 s
697.19225 Da 66.04 s,1.1,696.18497,,,neg 697.19225 Da 66.04 s
303.10808 Da 66.77 s,1.11,302.10081,,C9H22NO8P,neg 303.10808 Da 66.77 s
263.06472 Da 66.79 s,1.11,262.05745,,C10H17NO3S2,neg 263.06472 Da 66.79 s
538.17494 Da 66.79 s,1.11,537.16767,,C17H31N8O8PS,neg 538.17494 Da 66.79 s
605.18047 Da 66.79 s,1.11,604.17319,,C21H36N9O4PS3,neg 605.18047 Da 66.79 s
508.16427 Da 67.15 s,1.12,507.157,,,neg 508.16427 Da 67.15 s
508.07556 Da 67.36 s,1.12,507.06828,,C12H18N10O9P2,neg 508.07556 Da 67.36 s
2150.66859 Da 67.50 s,1.13,1074.32702,,,neg 2150.66859 Da 67.50 s
246.05026 Da 67.59 s,1.13,245.04298,,,neg 246.05026 Da 67.59 s
267.09495 Da 69.76 s,1.16,266.08767,,C9H17NO8,neg 267.09495 Da 69.76 s
599.18113 Da 70.43 s,1.17,598.17386,,,neg 599.18113 Da 70.43 s
550.17386 Da 70.62 s,1.18,549.16658,,C16H36N6O9P2S,neg 550.17386 Da 70.62 s
150.05310 Da 70.74 s,1.18,149.04582,,C6H6N4O,neg 150.05310 Da 70.74 s
290.07709 Da 71.51 s,1.19,289.06981,,C10H14N2O8,neg 290.07709 Da 71.51 s
401.09892 Da 72.39 s,1.21,400.09164,,C14H19N5O7S,neg 401.09892 Da 72.39 s
492.16917 Da 72.39 s,1.21,491.1619,,C16H16N18O2,neg 492.16917 Da 72.39 s
514.12788 Da 72.89 s,1.21,513.1206,,C12H23N10O11P,neg 514.12788 Da 72.89 s
169.84310 Da 72.89 s,1.21,168.83583,,,neg 169.84310 Da 72.89 s
944.25920 Da 72.89 s,1.21,943.25193,,,neg 944.25920 Da 72.89 s
436.05086 Da 73.35 s,1.22,435.04359,,,neg 436.05086 Da 73.35 s
236.05216 Da 73.97 s,1.23,235.04489,,C5H12N6OS2,neg 236.05216 Da 73.97 s
498.05084 Da 73.97 s,1.23,497.04357,,,neg 498.05084 Da 73.97 s
404.09001 Da 73.97 s,1.23,403.08274,,,neg 404.09001 Da 73.97 s
598.10608 Da 73.97 s,1.23,597.0988,,,neg 598.10608 Da 73.97 s
481.12145 Da 73.97 s,1.23,480.11418,,C17H29N3O7P2S,neg 481.12145 Da 73.97 s
985.28828 Da 75.31 s,1.26,984.28101,,C27H57N9O26P2,neg 985.28828 Da 75.31 s
117.95713 Da 75.31 s,1.26,116.94985,,,neg 117.95713 Da 75.31 s
676.18045 Da 75.31 s,1.26,675.17317,,C17H35N12O11P3,neg 676.18045 Da 75.31 s
643.17282 Da 75.82 s,1.26,642.16554,,C13H36N13O9P3S,neg 643.17282 Da 75.82 s
359.01573 Da 76.35 s,1.27,358.00846,,C10H11N5O6P2,neg 359.01573 Da 76.35 s
244.03427 Da 76.35 s,1.27,243.02699,,C7H9N4O4P,neg 244.03427 Da 76.35 s
79.92521 Da 76.35 s,1.27,78.91793,,,neg 79.92521 Da 76.35 s
397.99862 Da 76.35 s,1.27,396.99134,,C13H18O6S4,neg 397.99862 Da 76.35 s
335.99843 Da 76.35 s,1.27,334.99116,,,neg 335.99843 Da 76.35 s
309.10613 Da 77.01 s,1.28,308.09885,,C10H20N3O6P,neg 309.10613 Da 77.01 s
476.13804 Da 77.17 s,1.29,475.13076,,C17H24N4O12,neg 476.13804 Da 77.17 s
171.84037 Da 77.24 s,1.29,170.83309,,,neg 171.84037 Da 77.24 s
377.10678 Da 78.59 s,1.31,376.09951,,C8H24N7O4PS2,neg 377.10678 Da 78.59 s
197.99173 Da 78.84 s,1.31,196.98445,,C5H3N4O3P,neg 197.99173 Da 78.84 s
446.12720 Da 79.66 s,1.33,445.11992,,C15H26O15,neg 446.12720 Da 79.66 s
196.81740 Da 80.01 s,1.33,195.81012,,,neg 196.81740 Da 80.01 s
498.13226 Da 80.01 s,1.33,497.12499,,C14H28N8O6P2S,neg 498.13226 Da 80.01 s
161.84897 Da 80.78 s,1.35,160.84169,,,neg 161.84897 Da 80.78 s
112.02674 Da 81.54 s,1.36,111.01947,,,neg 112.02674 Da 81.54 s
399.03092 Da 81.98 s,1.37,398.02365,,,neg 399.03092 Da 81.98 s
104.01050 Da 82.17 s,1.37,103.00322,,,neg 104.01050 Da 82.17 s
502.07545 Da 82.17 s,1.37,501.06817,,C16H18N6O11S,neg 502.07545 Da 82.17 s
348.04093 Da 82.43 s,1.37,347.03365,,C7H16N4O8S2,neg 348.04093 Da 82.43 s
348.03032 Da 83.06 s,1.38,347.02305,,C16H12O7S,neg 348.03032 Da 83.06 s
146.02158 Da 83.10 s,1.38,145.0143,,C5H6O5,neg 146.02158 Da 83.10 s
620.04487 Da 83.77 s,1.4,619.03759,,C13H13N14O14P,neg 620.04487 Da 83.77 s
525.98871 Da 83.77 s,1.4,524.98144,,C31H11O3PS2,neg 525.98871 Da 83.77 s
411.93522 Da 84.52 s,1.41,410.92794,,C11H4N6O6S3,neg 411.93522 Da 84.52 s
86.03617 Da 84.55 s,1.41,85.02889,,C4H6O2,neg 86.03617 Da 84.55 s
432.14613 Da 84.60 s,1.41,431.13885,,C13H16N14O4,neg 432.14613 Da 84.60 s
289.99670 Da 85.27 s,1.42,288.98942,,C6H7N6O4PS,neg 289.99670 Da 85.27 s
89.99484 Da 85.45 s,1.42,88.98757,,,neg 89.99484 Da 85.45 s
153.96576 Da 85.45 s,1.42,152.95848,,C5H2N2S2,neg 153.96576 Da 85.45 s
556.12391 Da 86.25 s,1.44,555.11663,,C19H25N8O8PS,neg 556.12391 Da 86.25 s
333.96054 Da 86.44 s,1.44,332.95326,,C10H8O9P2,neg 333.96054 Da 86.44 s
327.94109 Da 87.19 s,1.45,326.93382,,C7H9N2O5PS3,neg 327.94109 Da 87.19 s
409.01760 Da 87.29 s,1.45,408.01032,,C12H8N7O8P,neg 409.01760 Da 87.29 s
235.99116 Da 88.74 s,1.48,234.98388,,C7H9O5PS,neg 235.99116 Da 88.74 s
255.99732 Da 89.32 s,1.49,254.99004,,C7H5N4O5P,neg 255.99732 Da 89.32 s
370.02634 Da 89.46 s,1.49,369.01906,,C9H6N8O9,neg 370.02634 Da 89.46 s
355.94126 Da 90.69 s,1.51,354.93398,,C11H4N2O8S2,neg 355.94126 Da 90.69 s
